Dataset,Scale,HC_mean,HC_sem,HC_n,PD_mean,PD_sem,PD_n,MW_p,q_BH
Japan-night,1,0.7684548662425669,0.07110381239198986,19,0.5891557083140629,0.050219379465046135,22,0.05803078165582152,0.05803078165582152
Japan-night,2,0.7481624519131688,0.05708258119096763,19,0.5611223738000238,0.043501710275439635,22,0.012532478993508353,0.04185062280738529
Japan-night,3,0.7489390983669827,0.04748890262966526,19,0.5723479266098285,0.041880623291641314,22,0.013487113565727646,0.04185062280738529
Japan-night,4,0.776219254190519,0.04149296620889099,19,0.5990003747110199,0.03921131636720946,22,0.00681113200356029,0.04185062280738529
Japan-night,5,0.8361197191756023,0.04208310239946526,19,0.6523425238230557,0.041961338683913586,22,0.010017680802657235,0.04185062280738529
Japan-night,6,0.8752918777966964,0.04219765065192309,19,0.6933700599022288,0.04517541296483766,22,0.013487113565727646,0.04185062280738529
Japan-night,7,0.893050653652444,0.04150660768542835,19,0.7204854039718923,0.04662052698554587,22,0.019287909112540684,0.04185062280738529
Japan-night,8,0.902996486104413,0.041776379707936184,19,0.7363805769881441,0.047613844152775676,22,0.017978355175496313,0.04185062280738529
Japan-night,9,0.9128979627013138,0.04232803104059287,19,0.7469292507537143,0.048104938422207505,22,0.020680072255280065,0.04185062280738529
Japan-night,10,0.9208509927185675,0.04300161723325047,19,0.7554959609329767,0.048501451025028584,22,0.017978355175496313,0.04185062280738529
Japan-night,11,0.9235114600361445,0.04422200713197085,19,0.7619563235660216,0.048784643986158394,22,0.029031895052936862,0.04185062280738529
Japan-night,12,0.9261857708001906,0.04617930941992849,19,0.7655648462103962,0.04911853199123974,22,0.04013746459766852,0.042249962734387914
Japan-night,13,0.9274606745149185,0.047890666625810104,19,0.7684252814184481,0.04902593694311143,22,0.037665560526646755,0.04185062280738529
Japan-night,14,0.9293326903778938,0.04945406959393597,19,0.7701744541999098,0.04929716750800234,22,0.037665560526646755,0.04185062280738529
Japan-night,15,0.9296349707414253,0.05081211015201739,19,0.7702896957093991,0.04960908373949783,22,0.03532438905919525,0.04185062280738529
Japan-night,16,0.9298302381222637,0.05233525874225257,19,0.7688368162965216,0.04951672126929857,22,0.031012769918786508,0.04185062280738529
Japan-night,17,0.9302423141008245,0.05391798815300696,19,0.7678479750625385,0.049630742806213844,22,0.03532438905919525,0.04185062280738529
Japan-night,18,0.9304080972705837,0.0551730452584167,19,0.7650197414303732,0.04948288384011987,22,0.03310855110303718,0.04185062280738529
Japan-night,19,0.9300373055381106,0.05635882427497477,19,0.7633789715986992,0.04930509846369777,22,0.03310855110303718,0.04185062280738529
Japan-night,20,0.9325322062412619,0.057583241062453605,19,0.760875784129647,0.049124961012964125,22,0.025394913667526973,0.04185062280738529
