Dataset,Subset,Metric,n,rho,p,q_BH,sig,CI_lo,CI_hi
Chile,PD,VLF_power,28,-0.08648056923918993,0.6616980172078828,0.6616980172078828,,-0.45850302696752887,0.3079268832066764
Chile,PD,LF_power,28,0.09195402298850575,0.6416600274082447,0.6616980172078828,,-0.3214290612021002,0.4620513838660774
Chile,PD,HF_power,28,0.24028461959496444,0.2180836010415577,0.40890675195292064,,-0.17239063049368164,0.5867652119499779
Chile,PD,Total_power,28,0.15818281335522713,0.42142959835032734,0.4995057186098306,,-0.3023240568403001,0.5376196237537296
Chile,PD,LF_HF,28,-0.2260536398467433,0.24740455272155562,0.4123409212025927,,-0.5569716175254891,0.2048761022282389
Chile,PD,LF_norm,28,0.1718664477285167,0.38184497951675267,0.4995057186098306,,-0.23544484682103603,0.53800738678837
Chile,PD,HF_norm,28,0.20689655172413793,0.2908023108351218,0.43620346625268275,,-0.17964306498178575,0.5334682340037977
Chile,PD,DFA_alpha1,28,0.15435139573070608,0.43290495612851987,0.4995057186098306,,-0.22087368904967244,0.5015769249112577
Chile,PD,DFA_alpha2,28,0.5769020251778874,0.001310012903968522,0.010345465139889383,*,0.2985481657386374,0.7449507907136425
Chile,HC,SDNN,43,-0.0320144971307762,0.838510484045593,0.9976995350852984,,-0.353676620632133,0.27757899434146277
Chile,HC,RMSSD,43,-0.044246451223195406,0.7781492690459614,0.9976995350852984,,-0.35927099456545963,0.3074184638353975
Chile,HC,pNN50,43,0.5385080036242826,0.00019524798851339157,0.0029287198277008733,**,0.271514034797271,0.7359859712132569
Chile,HC,SDANN,0,,,,,,
Chile,HC,SD1,43,-0.044246451223195406,0.7781492690459614,0.9976995350852984,,-0.3618362729278412,0.27479787843785347
Chile,HC,SD2,43,-0.029296285110238598,0.8520623824815314,0.9976995350852984,,-0.34049531504926367,0.32758149570689044
Chile,HC,SD1SD2,43,0.000453035336756267,0.9976995350852984,0.9976995350852984,,-0.28792011916855104,0.29461842626091295
Chile,HC,VLF_power,43,-0.016913319238900635,0.9142753010242941,0.9976995350852984,,-0.3558242623253179,0.3224994035766528
Chile,HC,LF_power,43,0.15237088492902445,0.32934628202022165,0.9976995350852984,,-0.17897667740165843,0.45454786191337593
Chile,HC,HF_power,43,0.021292660827544548,0.8921958349800811,0.9976995350852984,,-0.26959735116834493,0.3317034419023162
Chile,HC,Total_power,43,0.11295681063122924,0.4707901867325507,0.9976995350852984,,-0.20715329896022655,0.3846622747236105
