Dataset,Scale,Metric,n,rho,p,q_BH,sig
Japan-afternoon,19,nAUC_1_20,45,0.961133069828722,1.1587285259899095e-25,6.179885471946185e-25,***
Japan-afternoon,19,HR,45,-0.22832674571805,0.1314092161305198,0.1545990778006116,
Japan-afternoon,19,SDNN,45,0.3636363636363636,0.0140724008659394,0.0409326739729519,*
Japan-afternoon,19,RMSSD,45,0.3154150197628458,0.0348124215434064,0.0667255145953906,
Japan-afternoon,20,nAUC_1_20,45,0.9555994729907772,1.918027638314916e-24,9.59013819157458e-24,***
Japan-afternoon,20,HR,45,-0.2189723320158102,0.1484070214141993,0.1696080244733706,
Japan-afternoon,20,SDNN,45,0.364953886693017,0.0137023388873362,0.0409326739729519,*
Japan-afternoon,20,RMSSD,45,0.3214756258234518,0.0312902810304921,0.0633164555659977,
Japan-morning,1,nAUC_1_20,39,0.7074898785425101,4.752354106810318e-07,1.9009416427241271e-06,***
Japan-morning,1,HR,39,-0.267004048582996,0.1003469169704838,0.1360636162311645,
Japan-morning,1,SDNN,39,0.2354251012145749,0.1490870934845374,0.1955240570289015,
Japan-morning,1,RMSSD,39,0.1668016194331983,0.3101454387361401,0.3101454387361401,
Japan-morning,2,nAUC_1_20,39,0.8856275303643726,6.910722557483833e-14,2.909777918940562e-13,***
Japan-morning,2,HR,39,-0.2512145748987854,0.1229160351593828,0.1638880468791771,
Japan-morning,2,SDNN,39,0.3941295546558705,0.0130401655468414,0.0200617931489868,*
Japan-morning,2,RMSSD,39,0.3036437246963563,0.0602173023503965,0.0830583480695125,
Japan-morning,3,nAUC_1_20,39,0.9392712550607288,9.010469095532238e-19,4.0046529313476616e-18,***
Japan-morning,3,HR,39,-0.2212550607287449,0.1758551701927093,0.2092831130968637,
Japan-morning,3,SDNN,39,0.4157894736842105,0.0084757469885191,0.0146683313473781,*
Japan-morning,3,RMSSD,39,0.3382591093117409,0.0351843868235794,0.0502634097479706,
Japan-morning,4,nAUC_1_20,39,0.9655870445344128,3.0780311685187404e-23,1.4484852557735251e-22,***
Japan-morning,4,HR,39,-0.2151821862348178,0.188320443831177,0.2121920493872417,
Japan-morning,4,SDNN,39,0.4091093117408907,0.0097085911991377,0.0158507611414493,*
Japan-morning,4,RMSSD,39,0.3224696356275303,0.0452693342311594,0.0635359076928554,
Japan-morning,5,nAUC_1_20,39,0.974089068825911,1.7355164800695468e-25,8.677582400347732e-25,***
Japan-morning,5,HR,39,-0.2321862348178137,0.1549249841118293,0.1999032053055862,
Japan-morning,5,SDNN,39,0.4277327935222672,0.0066039888140395,0.0134948640653882,*
Japan-morning,5,RMSSD,39,0.3417004048582996,0.0332509585924464,0.048365030679922,*
Japan-morning,6,nAUC_1_20,39,0.98502024291498,7.526775913441553e-30,5.47401884613931e-29,***
Japan-morning,6,HR,39,-0.2271255060728745,0.1643771348865924,0.2023103198604214,
Japan-morning,6,SDNN,39,0.444331983805668,0.0045996673399655,0.0129065579946722,*
Japan-morning,6,RMSSD,39,0.3688259109311741,0.0208602812053601,0.0309041203042372,*
Japan-morning,7,nAUC_1_20,39,0.9890688259109311,2.2897546511420103e-32,2.2897546511420104e-31,***
Japan-morning,7,HR,39,-0.2170040485829959,0.1845170467469264,0.2108766248536302,
Japan-morning,7,SDNN,39,0.4431174089068826,0.0047258754596922,0.0129065579946722,*
Japan-morning,7,RMSSD,39,0.3734817813765182,0.019182593274299,0.0289548577725268,*
Japan-morning,8,nAUC_1_20,39,0.9949392712550608,1.5618371146314463e-38,3.1236742292628927e-37,***
Japan-morning,8,HR,39,-0.2107287449392712,0.1978502246671507,0.2198335829635008,
Japan-morning,8,SDNN,39,0.4510121457489879,0.00395649575143,0.0121738330813232,*
Japan-morning,8,RMSSD,39,0.3949392712550608,0.0128380872607946,0.0200617931489868,*
Japan-morning,9,nAUC_1_20,39,0.9975708502024292,2.023495058586698e-44,1.6187960468693584e-42,***
Japan-morning,9,HR,39,-0.2170040485829959,0.1845170467469264,0.2108766248536302,
Japan-morning,9,SDNN,39,0.4591093117408907,0.0032829762560299,0.0114190478470607,*
Japan-morning,9,RMSSD,39,0.4091093117408907,0.0097085911991377,0.0158507611414493,*
Japan-morning,10,nAUC_1_20,39,0.9973684210526318,8.881176016399019e-44,2.368313604373072e-42,***
Japan-morning,10,HR,39,-0.2253036437246963,0.1678797867969713,0.2034906506629956,
Japan-morning,10,SDNN,39,0.4649797570850203,0.0028594601961303,0.0108044599777399,*
Japan-morning,10,RMSSD,39,0.415587044534413,0.0085110323320772,0.0146683313473781,*
Japan-morning,11,nAUC_1_20,39,0.9973684210526318,8.881176016399019e-44,2.368313604373072e-42,***
Japan-morning,11,HR,39,-0.2297570850202429,0.1594113690493771,0.2002102073096551,
Japan-morning,11,SDNN,39,0.4633603238866397,0.0029712264938784,0.0108044599777399,*
Japan-morning,11,RMSSD,39,0.4204453441295547,0.0076980872993996,0.0146630234274278,*
Japan-morning,12,nAUC_1_20,39,0.994331983805668,1.264661868960208e-37,2.0234589903363327e-36,***
Japan-morning,12,HR,39,-0.2293522267206478,0.1601681658477241,0.2002102073096551,
Japan-morning,12,SDNN,39,0.452834008097166,0.0037952895193528,0.0121738330813232,*
Japan-morning,12,RMSSD,39,0.415587044534413,0.0085110323320772,0.0146683313473781,*
Japan-morning,13,nAUC_1_20,39,0.9931174089068826,4.5448496726555105e-36,6.05979956354068e-35,***
Japan-morning,13,HR,39,-0.2202429149797571,0.1778906461323341,0.2092831130968637,
Japan-morning,13,SDNN,39,0.4512145748987854,0.0039382945456289,0.0121738330813232,*
Japan-morning,13,RMSSD,39,0.415587044534413,0.0085110323320772,0.0146683313473781,*
Japan-morning,14,nAUC_1_20,39,0.990485829959514,1.7760171107363643e-33,2.029733840841559e-32,***
Japan-morning,14,HR,39,-0.2044534412955465,0.2118450067500554,0.2259680072000591,
Japan-morning,14,SDNN,39,0.4352226720647774,0.0056218366006051,0.0129065579946722,*
Japan-morning,14,RMSSD,39,0.405668016194332,0.0104013769538979,0.0166422031262367,*
Japan-morning,15,nAUC_1_20,39,0.9870445344129556,5.217905252586331e-31,4.6381380022989616e-30,***
Japan-morning,15,HR,39,-0.2064777327935222,0.2072576459469913,0.2259680072000591,
Japan-morning,15,SDNN,39,0.4402834008097166,0.0050321021266323,0.0129065579946722,*
Japan-morning,15,RMSSD,39,0.4149797570850203,0.0086176446665846,0.0146683313473781,*
Japan-morning,16,nAUC_1_20,39,0.9856275303643726,3.518079785595168e-30,2.8144638284761346e-29,***
Japan-morning,16,HR,39,-0.2046558704453441,0.2113831312986804,0.2259680072000591,
Japan-morning,16,SDNN,39,0.4396761133603239,0.0050999139057211,0.0129065579946722,*
Japan-morning,16,RMSSD,39,0.4220647773279352,0.007442364889876,0.0145216875900021,*
Japan-morning,17,nAUC_1_20,39,0.9842105263157896,1.9798515226724945e-29,1.319901015114996e-28,***
Japan-morning,17,HR,39,-0.2016194331983805,0.2183847695014356,0.2298787047383532,
Japan-morning,17,SDNN,39,0.4388663967611336,0.0051915600514366,0.0129065579946722,*
Japan-morning,17,RMSSD,39,0.4277327935222672,0.0066039888140395,0.0134948640653882,*
Japan-morning,18,nAUC_1_20,39,0.9817813765182186,2.7386925215940498e-28,1.5649671551966004e-27,***
Japan-morning,18,HR,39,-0.1921052631578947,0.241351322499404,0.2475398179481067,
Japan-morning,18,SDNN,39,0.4384615384615385,0.005237915502653,0.0129065579946722,*
Japan-morning,18,RMSSD,39,0.4289473684210526,0.006435332572977,0.0134948640653882,*
Japan-morning,19,nAUC_1_20,39,0.982591093117409,1.189107616342838e-28,7.31758533134054e-28,***
Japan-morning,19,HR,39,-0.1969635627530364,0.2294280695132156,0.238366825468276,
Japan-morning,19,SDNN,39,0.4376518218623482,0.0053317024619869,0.0129065579946722,*
Japan-morning,19,RMSSD,39,0.4267206477732794,0.0067474320326941,0.0134948640653882,*
Japan-morning,20,nAUC_1_20,39,0.9787449392712552,4.623949414005684e-27,2.4661063541363648e-26,***
Japan-morning,20,HR,39,-0.1898785425101214,0.2469534470351498,0.2500794400355948,
Japan-morning,20,SDNN,39,0.4350202429149797,0.0056466191226691,0.0129065579946722,*
Japan-morning,20,RMSSD,39,0.4285425101214575,0.0064911338478305,0.0134948640653882,*
Japan-afternoon,1,pNN50,38,0.47893642630484734,0.002350299987462219,6.482650213284514e-05,***
Japan-afternoon,1,SD1,38,0.3023306707517234,0.06505601618844538,6.482650213284514e-05,***
Japan-afternoon,1,SD2,38,0.5353977459240618,0.0005327850597556992,6.482650213284514e-05,***
Japan-afternoon,1,VLF_power,38,0.13382208119050223,0.42313739911959447,6.482650213284514e-05,***
Japan-afternoon,1,LF_power,38,-0.011489222015537806,0.9454189842268901,6.482650213284514e-05,***
Japan-afternoon,1,HF_power,38,0.007550060181639129,0.964117234320871,6.482650213284514e-05,***
Japan-afternoon,1,Total_power,38,-0.022650180544917384,0.892629212676101,6.482650213284514e-05,***
Japan-afternoon,1,LF_HF,38,-0.16708611445453553,0.31602874440697576,6.482650213284514e-05,***
Japan-afternoon,1,LF_norm,38,0.1708064339643287,0.30521795110383343,6.482650213284514e-05,***
Japan-afternoon,1,HF_norm,38,0.1379800853485064,0.40873867741692316,6.482650213284514e-05,***
Japan-afternoon,1,DFA_alpha1,38,-0.04322135901083269,0.7966736332713921,6.482650213284514e-05,***
Japan-afternoon,2,pNN50,38,0.519203413940256,0.000837313036679097,6.482650213284514e-05,***
Japan-afternoon,2,SD1,38,0.36995294890031727,0.02224569282321675,6.482650213284514e-05,***
Japan-afternoon,2,SD2,38,0.6314695262063683,2.125736698959552e-05,6.482650213284514e-05,***
Japan-afternoon,2,VLF_power,38,0.22026479921216766,0.18390268793330003,6.482650213284514e-05,***
Japan-afternoon,2,LF_power,38,0.07079549184812342,0.6727586377522234,6.482650213284514e-05,***
Japan-afternoon,2,HF_power,38,0.0672940146624357,0.6881062346488436,6.482650213284514e-05,***
Japan-afternoon,2,Total_power,38,0.06247948353211511,0.7094105293129974,6.482650213284514e-05,***
Japan-afternoon,2,LF_HF,38,-0.1465149359886202,0.3800748815116425,6.482650213284514e-05,***
Japan-afternoon,2,LF_norm,38,0.29445234708392604,0.07273152741675888,6.482650213284514e-05,***
Japan-afternoon,2,HF_norm,38,0.16183389867600392,0.33169543740047236,6.482650213284514e-05,***
Japan-afternoon,2,DFA_alpha1,38,-0.11762774920669658,0.48184922395160756,6.482650213284514e-05,***
Japan-afternoon,3,pNN50,38,0.5329904803589013,0.0005706387626203163,6.482650213284514e-05,***
Japan-afternoon,3,SD1,38,0.38986760039391616,0.015536163433421525,6.482650213284514e-05,***
Japan-afternoon,3,SD2,38,0.6691104059525113,4.376734966490007e-06,6.482650213284514e-05,***
Japan-afternoon,3,VLF_power,38,0.2977349819455083,0.06945144412193811,6.482650213284514e-05,***
Japan-afternoon,3,LF_power,38,0.14104387788598313,0.39831031128521677,6.482650213284514e-05,***
Japan-afternoon,3,HF_power,38,0.09990152095415253,0.5506687410160724,6.482650213284514e-05,***
Japan-afternoon,3,Total_power,38,0.1257249151985994,0.4519772470898412,6.482650213284514e-05,***
Japan-afternoon,3,LF_HF,38,-0.08502024291497975,0.611794987330261,6.482650213284514e-05,***
Japan-afternoon,3,LF_norm,38,0.3338439654229128,0.04052175065112553,6.482650213284514e-05,***
Japan-afternoon,3,HF_norm,38,0.14082503556187764,0.39905006304919166,6.482650213284514e-05,***
Japan-afternoon,3,DFA_alpha1,38,-0.16249042564832036,0.32971125212107477,6.482650213284514e-05,***
Japan-afternoon,4,pNN50,38,0.4977568661779188,0.0014736227617741706,6.482650213284514e-05,***
Japan-afternoon,4,SD1,38,0.3592296750191487,0.026760814599801678,6.482650213284514e-05,***
Japan-afternoon,4,SD2,38,0.6783017835649414,2.874330556597049e-06,6.482650213284514e-05,***
Japan-afternoon,4,VLF_power,38,0.31392931392931395,0.054936020248765254,6.482650213284514e-05,***
Japan-afternoon,4,LF_power,38,0.11981617244775139,0.4736758314181685,6.482650213284514e-05,***
Japan-afternoon,4,HF_power,38,0.05372579056789582,0.7486983845924013,6.482650213284514e-05,***
Japan-afternoon,4,Total_power,38,0.09836962468541416,0.5568259807048193,6.482650213284514e-05,***
Japan-afternoon,4,LF_HF,38,-0.012583433636065214,0.9402297093295554,6.482650213284514e-05,***
Japan-afternoon,4,LF_norm,38,0.31261625998468107,0.05601429068872124,6.482650213284514e-05,***
Japan-afternoon,4,HF_norm,38,0.07648539227486595,0.6480972488267549,6.482650213284514e-05,***
Japan-afternoon,4,DFA_alpha1,38,-0.1259437575227049,0.4511840756961907,6.482650213284514e-05,***
Japan-afternoon,5,pNN50,38,0.49097275413064884,0.0017489922165430925,6.482650213284514e-05,***
Japan-afternoon,5,SD1,38,0.35944851734325417,0.02666162646579405,6.482650213284514e-05,***
Japan-afternoon,5,SD2,38,0.6728307254623044,3.698302514389316e-06,6.482650213284514e-05,***
Japan-afternoon,5,VLF_power,38,0.33975270817376074,0.03689313169748498,6.482650213284514e-05,***
Japan-afternoon,5,LF_power,38,0.1414815625341941,0.396833183198661,6.482650213284514e-05,***
Japan-afternoon,5,HF_power,38,0.06685633001422475,0.6900335168239166,6.482650213284514e-05,***
Japan-afternoon,5,Total_power,38,0.12134806871648977,0.4679982024602074,6.482650213284514e-05,***
Japan-afternoon,5,LF_HF,38,-0.002079002079002079,0.9901162886818701,6.482650213284514e-05,***
Japan-afternoon,5,LF_norm,38,0.319400372031951,0.05062030581186179,6.482650213284514e-05,***
Japan-afternoon,5,HF_norm,38,0.0795491848123427,0.6349675427585831,6.482650213284514e-05,***
Japan-afternoon,5,DFA_alpha1,38,-0.14191924718240506,0.39535922521280564,6.482650213284514e-05,***
Japan-afternoon,6,pNN50,38,0.4968814968814969,0.0015068570945575084,6.482650213284514e-05,***
Japan-afternoon,6,SD1,38,0.37060947587263376,0.021991251520755283,6.482650213284514e-05,***
Japan-afternoon,6,SD2,38,0.6831163146952621,2.292384595259122e-06,6.482650213284514e-05,***
Japan-afternoon,6,VLF_power,38,0.349381770434402,0.031550497778202964,6.482650213284514e-05,***
Japan-afternoon,6,LF_power,38,0.1585512638144217,0.34172688753215763,6.482650213284514e-05,***
Japan-afternoon,6,HF_power,38,0.08480140059087428,0.6127149789947063,6.482650213284514e-05,***
Japan-afternoon,6,Total_power,38,0.13885545464492832,0.4057433818520717,6.482650213284514e-05,***
Japan-afternoon,6,LF_HF,38,-0.023744392165444796,0.8874745245443723,6.482650213284514e-05,***
Japan-afternoon,6,LF_norm,38,0.32158879527300577,0.0489720746197655,6.482650213284514e-05,***
Japan-afternoon,6,HF_norm,38,0.08961593172119488,0.5926122993878565,6.482650213284514e-05,***
Japan-afternoon,6,DFA_alpha1,38,-0.15286136338767917,0.35954959651212237,6.482650213284514e-05,***
Japan-afternoon,7,pNN50,38,0.47740453003610894,0.0024385317363361534,6.482650213284514e-05,***
Japan-afternoon,7,SD1,38,0.3911806543385491,0.015161483802627515,6.482650213284514e-05,***
Japan-afternoon,7,SD2,38,0.6818032607506291,2.43929411572714e-06,6.482650213284514e-05,***
Japan-afternoon,7,VLF_power,38,0.355728197833461,0.028389761541443966,6.482650213284514e-05,***
Japan-afternoon,7,LF_power,38,0.1769340190392822,0.28793064958367587,6.482650213284514e-05,***
Japan-afternoon,7,HF_power,38,0.11171900645584856,0.5042791560233562,6.482650213284514e-05,***
Japan-afternoon,7,Total_power,38,0.15636284057336688,0.34851664692932205,6.482650213284514e-05,***
Japan-afternoon,7,LF_HF,38,-0.051537367326841006,0.758623246489877,6.482650213284514e-05,***
Japan-afternoon,7,LF_norm,38,0.3445672393040814,0.03413636531836623,6.482650213284514e-05,***
Japan-afternoon,7,HF_norm,38,0.12528723055038843,0.4535658520359326,6.482650213284514e-05,***
Japan-afternoon,7,DFA_alpha1,38,-0.1769340190392822,0.28793064958367587,6.482650213284514e-05,***
Japan-afternoon,8,pNN50,38,0.4625232519969362,0.0034583707756394087,6.482650213284514e-05,***
Japan-afternoon,8,SD1,38,0.38001969580916944,0.01860263215117145,6.482650213284514e-05,***
Japan-afternoon,8,SD2,38,0.6758945179997812,3.2135374983227302e-06,6.482650213284514e-05,***
Japan-afternoon,8,VLF_power,38,0.35879199037093773,0.026960106170407654,6.482650213284514e-05,***
Japan-afternoon,8,LF_power,38,0.1686180107232739,0.31154844167390494,6.482650213284514e-05,***
Japan-afternoon,8,HF_power,38,0.0953058321479374,0.5692359272107016,6.482650213284514e-05,***
Japan-afternoon,8,Total_power,38,0.1438888280993544,0.38876573360639133,6.482650213284514e-05,***
Japan-afternoon,8,LF_HF,38,-0.03643724696356275,0.8280657322185684,6.482650213284514e-05,***
Japan-afternoon,8,LF_norm,38,0.343473027683554,0.03474761223354095,6.482650213284514e-05,***
Japan-afternoon,8,HF_norm,38,0.11390742969690337,0.495910801294844,6.482650213284514e-05,***
Japan-afternoon,8,DFA_alpha1,38,-0.1646788488893752,0.3231506095892981,6.482650213284514e-05,***
Japan-afternoon,9,pNN50,38,0.45661450924608815,0.003956315286973746,6.482650213284514e-05,***
Japan-afternoon,9,SD1,38,0.3905241273662326,0.015347860144326746,6.482650213284514e-05,***
Japan-afternoon,9,SD2,38,0.6813655761024182,2.490152637827239e-06,6.482650213284514e-05,***
Japan-afternoon,9,VLF_power,38,0.3618557829084145,0.025590480291981913,6.482650213284514e-05,***
Japan-afternoon,9,LF_power,38,0.18481234270707955,0.2666523111275194,6.482650213284514e-05,***
Japan-afternoon,9,HF_power,38,0.1136885873727979,0.49674443019827197,6.482650213284514e-05,***
Japan-afternoon,9,Total_power,38,0.15898894846263267,0.34037872975756966,6.482650213284514e-05,***
Japan-afternoon,9,LF_HF,38,-0.051537367326841006,0.758623246489877,6.482650213284514e-05,***
Japan-afternoon,9,LF_norm,38,0.3533209322683007,0.02955642803576033,6.482650213284514e-05,***
Japan-afternoon,9,HF_norm,38,0.13097713097713098,0.4331507379940207,6.482650213284514e-05,***
Japan-afternoon,9,DFA_alpha1,38,-0.1817485501696028,0.27480060517587224,6.482650213284514e-05,***
Japan-afternoon,10,pNN50,38,0.4380129116971222,0.0059524503553145805,6.482650213284514e-05,***
Japan-afternoon,10,SD1,38,0.3813327497538024,0.018166591464911386,6.482650213284514e-05,***
Japan-afternoon,10,SD2,38,0.6783017835649414,2.874330556597049e-06,6.482650213284514e-05,***
Japan-afternoon,10,VLF_power,38,0.3660137870664186,0.023824330273131387,6.482650213284514e-05,***
Japan-afternoon,10,LF_power,38,0.18043549622496993,0.2783420352559762,6.482650213284514e-05,***
Japan-afternoon,10,HF_power,38,0.10143341722289091,0.5445437773031281,6.482650213284514e-05,***
Japan-afternoon,10,Total_power,38,0.15308020571178466,0.35885394640669555,6.482650213284514e-05,***
Japan-afternoon,10,LF_HF,38,-0.03971988182514498,0.8128399696285581,6.482650213284514e-05,***
Japan-afternoon,10,LF_norm,38,0.349381770434402,0.031550497778202964,6.482650213284514e-05,***
Japan-afternoon,10,HF_norm,38,0.11653353758616918,0.4859632901175983,6.482650213284514e-05,***
Japan-afternoon,10,DFA_alpha1,38,-0.16642958748221906,0.3179612095687512,6.482650213284514e-05,***
Japan-afternoon,11,pNN50,38,0.4408578619104935,0.005600002366873787,6.482650213284514e-05,***
Japan-afternoon,11,SD1,38,0.39074296969033806,0.015285521352754447,6.482650213284514e-05,***
Japan-afternoon,11,SD2,38,0.6723930408140935,3.772780870262707e-06,6.482650213284514e-05,***
Japan-afternoon,11,VLF_power,38,0.3778312725681146,0.019348838135677986,6.482650213284514e-05,***
Japan-afternoon,11,LF_power,38,0.19290950869898238,0.2458905170403589,6.482650213284514e-05,***
Japan-afternoon,11,HF_power,38,0.11675237991027465,0.485139024121339,6.482650213284514e-05,***
Japan-afternoon,11,Total_power,38,0.16905569537148482,0.31027575924592304,6.482650213284514e-05,***
Japan-afternoon,11,LF_HF,38,-0.050005471058102643,0.76559348720253,6.482650213284514e-05,***
Japan-afternoon,11,LF_norm,38,0.36754568333515697,0.023199706561722336,6.482650213284514e-05,***
Japan-afternoon,11,HF_norm,38,0.1296640770324981,0.4378161701874166,6.482650213284514e-05,***
Japan-afternoon,11,DFA_alpha1,38,-0.18437465805886855,0.2678064998824257,6.482650213284514e-05,***
Japan-afternoon,12,pNN50,38,0.4329795382426961,0.0066230002838542435,6.482650213284514e-05,***
Japan-afternoon,12,SD1,38,0.39271255060728744,0.014734013118131321,6.482650213284514e-05,***
Japan-afternoon,12,SD2,38,0.6651712441186126,5.217862263917433e-06,6.482650213284514e-05,***
Japan-afternoon,12,VLF_power,38,0.37104716052084474,0.021822974183711524,6.482650213284514e-05,***
Japan-afternoon,12,LF_power,38,0.18612539665171243,0.2632094319196924,6.482650213284514e-05,***
Japan-afternoon,12,HF_power,38,0.11981617244775139,0.4736758314181685,6.482650213284514e-05,***
Japan-afternoon,12,Total_power,38,0.16402232191705876,0.3251101862286928,6.482650213284514e-05,***
Japan-afternoon,12,LF_HF,38,-0.06685633001422475,0.6900335168239166,6.482650213284514e-05,***
Japan-afternoon,12,LF_norm,38,0.35047598205492947,0.030985820960346314,6.482650213284514e-05,***
Japan-afternoon,12,HF_norm,38,0.13557281978334612,0.41704043911269484,6.482650213284514e-05,***
Japan-afternoon,12,DFA_alpha1,38,-0.179560126928548,0.28071943787051645,6.482650213284514e-05,***
Japan-afternoon,13,pNN50,38,0.4463289200131305,0.004972615123799321,6.482650213284514e-05,***
Japan-afternoon,13,SD1,38,0.40671845935003825,0.011275701497975351,6.482650213284514e-05,***
Japan-afternoon,13,SD2,38,0.6715176715176715,3.925878524589589e-06,6.482650213284514e-05,***
Japan-afternoon,13,VLF_power,38,0.38417769996717366,0.01725116583527499,6.482650213284514e-05,***
Japan-afternoon,13,LF_power,38,0.20210088631141263,0.22367244668011485,6.482650213284514e-05,***
Japan-afternoon,13,HF_power,38,0.13732355837618995,0.4109933969191528,6.482650213284514e-05,***
Japan-afternoon,13,Total_power,38,0.1782470729839151,0.28431022707299175,6.482650213284514e-05,***
Japan-afternoon,13,LF_HF,38,-0.07407812670970566,0.6584877331168666,6.482650213284514e-05,***
Japan-afternoon,13,LF_norm,38,0.3568224094539884,0.027872158771254596,6.482650213284514e-05,***
Japan-afternoon,13,HF_norm,38,0.1515483094430463,0.363740510601545,6.482650213284514e-05,***
Japan-afternoon,13,DFA_alpha1,38,-0.1940037203195098,0.24317056303845264,6.482650213284514e-05,***
Japan-afternoon,14,pNN50,38,0.44414049677207573,0.005215859489139308,6.482650213284514e-05,***
Japan-afternoon,14,SD1,38,0.4045300361089834,0.011765526890448729,6.482650213284514e-05,***
Japan-afternoon,14,SD2,38,0.6704234598971441,4.125253761074498e-06,6.482650213284514e-05,***
Japan-afternoon,14,VLF_power,38,0.3876791771528613,0.016177956872392235,6.482650213284514e-05,***
Japan-afternoon,14,LF_power,38,0.2003501477185688,0.22779461956271232,6.482650213284514e-05,***
Japan-afternoon,14,HF_power,38,0.1342597658387132,0.4216084935781288,6.482650213284514e-05,***
Japan-afternoon,14,Total_power,38,0.1764963343910712,0.28914404395920645,6.482650213284514e-05,***
Japan-afternoon,14,LF_HF,38,-0.07123317649633439,0.6708491801627031,6.482650213284514e-05,***
Japan-afternoon,14,LF_norm,38,0.35419630156472265,0.02912770088155177,6.482650213284514e-05,***
Japan-afternoon,14,HF_norm,38,0.14739030528504213,0.3772035478438003,6.482650213284514e-05,***
Japan-afternoon,14,DFA_alpha1,38,-0.18984571616150564,0.2536147390651332,6.482650213284514e-05,***
Japan-afternoon,15,pNN50,38,0.43845059634533323,0.005897013183647999,6.482650213284514e-05,***
Japan-afternoon,15,SD1,38,0.4071561439982493,0.011179845599656112,6.482650213284514e-05,***
Japan-afternoon,15,SD2,38,0.6667031403873509,4.874586259664425e-06,6.482650213284514e-05,***
Japan-afternoon,15,VLF_power,38,0.39074296969033806,0.015285521352754447,6.482650213284514e-05,***
Japan-afternoon,15,LF_power,38,0.21151110624794836,0.20239169411739094,6.482650213284514e-05,***
Japan-afternoon,15,HF_power,38,0.1392931392931393,0.4042504555173825,6.482650213284514e-05,***
Japan-afternoon,15,Total_power,38,0.1852500273552905,0.2655014042509745,6.482650213284514e-05,***
Japan-afternoon,15,LF_HF,38,-0.07407812670970566,0.6584877331168666,6.482650213284514e-05,***
Japan-afternoon,15,LF_norm,38,0.3664514717146296,0.023644457838382045,6.482650213284514e-05,***
Japan-afternoon,15,HF_norm,38,0.1462960936645147,0.38079471959006517,6.482650213284514e-05,***
Japan-afternoon,15,DFA_alpha1,38,-0.19093992778203306,0.25083773648046354,6.482650213284514e-05,***
Japan-afternoon,16,pNN50,38,0.4447970237443922,0.005141828510880844,6.482650213284514e-05,***
Japan-afternoon,16,SD1,38,0.4189736294999453,0.008841190305643325,6.482650213284514e-05,***
Japan-afternoon,16,SD2,38,0.6695480906007222,4.291388653741088e-06,6.482650213284514e-05,***
Japan-afternoon,16,VLF_power,38,0.3806762227814859,0.018383528528865378,6.482650213284514e-05,***
Japan-afternoon,16,LF_power,38,0.20319509793194004,0.22112218961599633,6.482650213284514e-05,***
Japan-afternoon,16,HF_power,38,0.14454535507167085,0.3865822349999535,6.482650213284514e-05,***
Japan-afternoon,16,Total_power,38,0.1815297078454973,0.2753887879782779,6.482650213284514e-05,***
Japan-afternoon,16,LF_HF,38,-0.09793194003720318,0.5585910730703585,6.482650213284514e-05,***
Japan-afternoon,16,LF_norm,38,0.3528832476200897,0.02977273219867432,6.482650213284514e-05,***
Japan-afternoon,16,HF_norm,38,0.16073968705547653,0.3350187978508783,6.482650213284514e-05,***
Japan-afternoon,16,DFA_alpha1,38,-0.19203413940256045,0.24808113160486278,6.482650213284514e-05,***
Japan-afternoon,17,pNN50,38,0.4447970237443922,0.005141828510880844,6.482650213284514e-05,***
Japan-afternoon,17,SD1,38,0.4189736294999453,0.008841190305643325,6.482650213284514e-05,***
Japan-afternoon,17,SD2,38,0.6695480906007222,4.291388653741088e-06,6.482650213284514e-05,***
Japan-afternoon,17,VLF_power,38,0.3806762227814859,0.018383528528865378,6.482650213284514e-05,***
Japan-afternoon,17,LF_power,38,0.20319509793194004,0.22112218961599633,6.482650213284514e-05,***
Japan-afternoon,17,HF_power,38,0.14454535507167085,0.3865822349999535,6.482650213284514e-05,***
Japan-afternoon,17,Total_power,38,0.1815297078454973,0.2753887879782779,6.482650213284514e-05,***
Japan-afternoon,17,LF_HF,38,-0.09793194003720318,0.5585910730703585,6.482650213284514e-05,***
Japan-afternoon,17,LF_norm,38,0.3528832476200897,0.02977273219867432,6.482650213284514e-05,***
Japan-afternoon,17,HF_norm,38,0.16073968705547653,0.3350187978508783,6.482650213284514e-05,***
Japan-afternoon,17,DFA_alpha1,38,-0.19203413940256045,0.24808113160486278,6.482650213284514e-05,***
Japan-afternoon,18,pNN50,38,0.44173323120691543,0.005495248745902222,6.482650213284514e-05,***
Japan-afternoon,18,SD1,38,0.4172228909071014,0.009158703615029991,6.482650213284514e-05,***
Japan-afternoon,18,SD2,38,0.6645147171462962,5.371644825662261e-06,6.482650213284514e-05,***
Japan-afternoon,18,VLF_power,38,0.3787066418645366,0.019047405397542145,6.482650213284514e-05,***
Japan-afternoon,18,LF_power,38,0.20188204398730716,0.22418490522338858,6.482650213284514e-05,***
Japan-afternoon,18,HF_power,38,0.1443265127475654,0.38730927020194894,6.482650213284514e-05,***
Japan-afternoon,18,Total_power,38,0.17912244228033702,0.28191307572443625,6.482650213284514e-05,***
Japan-afternoon,18,LF_HF,38,-0.10208994419520734,0.5419287557538267,6.482650213284514e-05,***
Japan-afternoon,18,LF_norm,38,0.349381770434402,0.031550497778202964,6.482650213284514e-05,***
Japan-afternoon,18,HF_norm,38,0.16205274100010944,0.331033222747837,6.482650213284514e-05,***
