Dataset,Scale,Metric,n,rho,p,q_BH,sig
Spain,4,DFA_alpha1,58,-0.1079393398751115,0.419950580695848,0.9528873703876618,
Spain,4,DFA_alpha2,58,-0.0468485650127657,0.7269293683178256,0.9528873703876618,
Spain,4,SDANN,0,,,,
Spain,5,RMSSD,58,-0.0804392629733304,0.5483426765706509,0.9528873703876618,
Spain,5,SDNN,58,-0.2071733981359008,0.1186601919992123,0.9528873703876618,
Spain,5,pNN50,58,0.0848949238626295,0.5263343756616531,0.9528873703876618,
Spain,5,SD1,58,-0.0804392629733304,0.5483426765706509,0.9528873703876618,
Spain,5,SD2,58,-0.2141253191423913,0.1065247575684223,0.9528873703876618,
Spain,5,SD1SD2,58,0.0947122335353286,0.4794440131741666,0.9528873703876618,
Spain,5,VLF_power,58,0.05373896459442,0.6886820084275674,0.9528873703876618,
Spain,5,LF_power,58,0.2168322618351841,0.102067251608503,0.9528873703876618,
Spain,5,HF_power,58,0.0750253775877449,0.5756650183971308,0.9528873703876618,
Spain,5,Total_power,58,0.1017871973914916,0.4470805719923955,0.9528873703876618,
Spain,5,LF_HF,58,0.0237165092743547,0.8597342300884374,0.9905395946560788,
Spain,5,LF_norm,58,0.240579531821957,0.0688909158079718,0.9528873703876618,
Spain,5,HF_norm,58,0.0480174720846534,0.7203911061512678,0.9528873703876618,
Spain,5,DFA_alpha1,58,-0.1178442892737395,0.3783103491524632,0.9528873703876618,
Spain,5,DFA_alpha2,58,0.0173798025162262,0.896970702202724,0.9905395946560788,
Spain,5,SDANN,0,,,,
Spain,6,RMSSD,58,-0.1037558829862499,0.4382951634367683,0.9528873703876618,
Spain,6,SDNN,58,-0.2506075240702575,0.057772039171059,0.9528873703876618,
Spain,6,pNN50,58,0.0823102288265799,0.5390475936338713,0.9528873703876618,
Spain,6,SD1,58,-0.1037558829862499,0.4382951634367683,0.9528873703876618,
Spain,6,SD2,58,-0.2563905380048602,0.0520505695571339,0.9528873703876618,
Spain,6,SD1SD2,58,0.1142145252084038,0.3932738522685988,0.9528873703876618,
Spain,6,VLF_power,58,0.063336306868867,0.6366916995232037,0.9528873703876618,
Spain,6,LF_power,58,0.1600479867113722,0.2300966307277607,0.9528873703876618,
Spain,6,HF_power,58,0.067950413731582,0.6122838270665601,0.9528873703876618,
Spain,6,Total_power,58,0.0773631917315205,0.5637901881759568,0.9528873703876618,
Spain,6,LF_HF,58,-0.0279614875880525,0.8349530296353056,0.9839185985918965,
Spain,6,LF_norm,58,0.1719216217047587,0.1968956351921263,0.9528873703876618,
Spain,6,HF_norm,58,0.0797625273001322,0.5517236070090275,0.9528873703876618,
Spain,6,DFA_alpha1,58,-0.160909286659079,0.2275655242362348,0.9528873703876618,
Spain,6,DFA_alpha2,58,0.0131963456273647,0.9216807049164846,0.9905395946560788,
Spain,6,SDANN,0,,,,
Spain,7,RMSSD,58,-0.0642908777780336,0.6316094586251464,0.9528873703876618,
Spain,7,SDNN,58,-0.2115754341422563,0.1108595444259331,0.9528873703876618,
Spain,7,pNN50,58,0.0541563479913681,0.6863887446359571,0.9528873703876618,
Spain,7,SD1,58,-0.0642908777780336,0.6316094586251464,0.9528873703876618,
Spain,7,SD2,58,-0.2212959687728107,0.0950339989775513,0.9528873703876618,
Spain,7,SD1SD2,58,0.1143085654656331,0.3928818301914217,0.9528873703876618,
Spain,7,VLF_power,58,0.1074795822758132,0.4219448891721743,0.9528873703876618,
Spain,7,LF_power,58,0.1777381300485544,0.181940910506743,0.9528873703876618,
Spain,7,HF_power,58,0.0645677284478912,0.6301386249471108,0.9528873703876618,
Spain,7,Total_power,58,0.1090176415527997,0.4152943895803092,0.9528873703876618,
Spain,7,LF_HF,58,0.0112585939075408,0.9331526368964252,0.9905395946560788,
Spain,7,LF_norm,58,0.1527292862047546,0.2523909393410636,0.9528873703876618,
Spain,7,HF_norm,58,0.0053216850983731,0.968374758416534,0.9905395946560788,
Spain,7,DFA_alpha1,58,-0.1293815463801003,0.3330607150511645,0.9528873703876618,
Spain,7,DFA_alpha2,58,0.0797022317334379,0.5520253227395211,0.9528873703876618,
Spain,7,SDANN,0,,,,
Spain,8,RMSSD,58,-0.046203300680673,0.7305469839638741,0.9528873703876618,
Spain,8,SDNN,58,-0.1695864158805261,0.2031394137851906,0.9528873703876618,
Spain,8,pNN50,58,0.087696358963295,0.5127255069397068,0.9528873703876618,
Spain,8,SD1,58,-0.046203300680673,0.7305469839638741,0.9528873703876618,
Spain,8,SD2,58,-0.1887198732862376,0.1559733579296674,0.9528873703876618,
Spain,8,SD1SD2,58,0.106372179596383,0.4267706265363883,0.9528873703876618,
Spain,8,VLF_power,58,-0.0071673562307568,0.9574152995809052,0.9905395946560788,
Spain,8,LF_power,58,0.0867773044075756,0.5171703585797639,0.9528873703876618,
Spain,8,HF_power,58,0.0013227309782083,0.9921375110240274,0.9987961520376116,
Spain,8,Total_power,58,0.0086131319511241,0.94883575527216,0.9905395946560788,
Spain,8,LF_HF,58,0.0255317839979751,0.8491191705810561,0.9891601970185362,
Spain,8,LF_norm,58,0.1515295999687052,0.2561805602851243,0.9528873703876618,
Spain,8,HF_norm,58,0.0023993724720988,0.9857383250576864,0.995695277836047,
Spain,8,DFA_alpha1,58,-0.1427319009043427,0.2851440774188143,0.9528873703876618,
Spain,8,DFA_alpha2,58,0.0689665779800725,0.6069630520930291,0.9528873703876618,
Spain,8,SDANN,0,,,,
Spain,9,RMSSD,58,-0.0133813215271876,0.9205863969169744,0.9905395946560788,
Spain,9,SDNN,58,-0.1662360035239586,0.2123406423022739,0.9528873703876618,
Spain,9,pNN50,58,0.0755738843677298,0.5728686048101994,0.9528873703876618,
Spain,9,SD1,58,-0.0133813215271876,0.9205863969169744,0.9905395946560788,
Spain,9,SD2,58,-0.1780177187996204,0.1812433159110483,0.9528873703876618,
Spain,9,SD1SD2,58,0.1319982774095682,0.323291803271877,0.9528873703876618,
Spain,9,VLF_power,58,-0.010212870682819,0.9393493229109408,0.9905395946560788,
Spain,9,LF_power,58,0.0823797219535827,0.5387038328541482,0.9528873703876618,
Spain,9,HF_power,58,0.0376830318869077,0.7788347719123601,0.9768713650628876,
Spain,9,Total_power,58,0.0296850006292783,0.8249354816739256,0.9835573826355248,
Spain,9,LF_HF,58,-0.0373754153000758,0.7805950369214784,0.9768713650628876,
Spain,9,LF_norm,58,0.078534514618184,0.5578840094423847,0.9528873703876618,
Spain,9,HF_norm,58,0.0628153070310739,0.6394726119932929,0.9528873703876618,
Spain,9,DFA_alpha1,58,-0.1901993356381636,0.1526957340372229,0.9528873703876618,
Spain,9,DFA_alpha2,58,0.0893318568159837,0.5048638851544403,0.9528873703876618,
Spain,9,SDANN,0,,,,
Spain,10,RMSSD,58,0.0091974530130117,0.9453698505691136,0.9905395946560788,
Spain,10,SDNN,58,-0.0876987911040019,0.5127137700566408,0.9528873703876618,
Spain,10,pNN50,58,0.146866064369819,0.2712760106390474,0.9528873703876618,
Spain,10,SD1,58,0.0091974530130117,0.9453698505691136,0.9905395946560788,
Spain,10,SD2,58,-0.0887446553262173,0.507679354099225,0.9528873703876618,
Spain,10,SD1SD2,58,0.0821003414439078,0.5400864898128186,0.9528873703876618,
Spain,10,VLF_power,58,0.1014795902673106,0.4484620386337862,0.9528873703876618,
Spain,10,LF_power,58,0.1280568457965486,0.3380760785034464,0.9528873703876618,
Spain,10,HF_power,58,0.0078439816666154,0.9533994019261078,0.9905395946560788,
Spain,10,Total_power,58,0.0578609000584453,0.6661595734167594,0.9528873703876618,
Spain,10,LF_HF,58,0.0836383770648128,0.532496232280615,0.9528873703876618,
Spain,10,LF_norm,58,0.1994832200313759,0.1332826928298174,0.9528873703876618,
Spain,10,HF_norm,58,-0.0450029222676797,0.7372922811524314,0.9575224430551056,
Spain,10,DFA_alpha1,58,-0.1105232397182318,0.4088430034567557,0.9528873703876618,
Spain,10,DFA_alpha2,58,0.0478329078101448,0.7214221557395246,0.9528873703876618,
Spain,10,SDANN,0,,,,
Spain,11,RMSSD,58,-0.0579233123713097,0.6658207291388489,0.9528873703876618,
Spain,11,SDNN,58,-0.1777073688630146,0.1820177801016701,0.9528873703876618,
Spain,11,pNN50,58,0.0822807241641582,0.5391935763154305,0.9528873703876618,
Spain,11,SD1,58,-0.0579233123713097,0.6658207291388489,0.9528873703876618,
Spain,11,SD2,58,-0.1894581417391911,0.1543313543880774,0.9528873703876618,
Spain,11,SD1SD2,58,0.0489718073792486,0.7150677341285391,0.9528873703876618,
Spain,11,VLF_power,58,0.1301813372041333,0.3300554228811355,0.9528873703876618,
Spain,11,LF_power,58,0.1183382807713376,0.3763006132839519,0.9528873703876618,
Spain,11,HF_power,58,-0.0248857991016407,0.8528937043879286,0.9891601970185362,
Spain,11,Total_power,58,0.0369441838332145,0.7830645007028981,0.9768713650628876,
Spain,11,LF_HF,58,0.1121245212923123,0.4020457350665746,0.9528873703876618,
Spain,11,LF_norm,58,0.2254179676351344,0.0888801190439687,0.9528873703876618,
Spain,11,HF_norm,58,-0.0916683329083925,0.4937409472566216,0.9528873703876618,
Spain,11,DFA_alpha1,58,-0.0130735038543848,0.9224075104344754,0.9905395946560788,
Spain,11,DFA_alpha2,58,0.0420505406328096,0.7539656511020191,0.9666226296179732,
Spain,11,SDANN,0,,,,
Spain,12,RMSSD,58,-0.0579242033004467,0.6658158926530655,0.9528873703876618,
Spain,12,SDNN,58,-0.1735265166318746,0.1926845728610711,0.9528873703876618,
Spain,12,pNN50,58,0.0773586096500296,0.5638133499027065,0.9528873703876618,
Spain,12,SD1,58,-0.0579242033004467,0.6658158926530655,0.9528873703876618,
Spain,12,SD2,58,-0.1914913253028576,0.1498753878970044,0.9528873703876618,
Spain,12,SD1SD2,58,0.0535252861087505,0.6898571195534475,0.9528873703876618,
Spain,12,VLF_power,58,0.0125199950840583,0.9256831734080472,0.9905395946560788,
Spain,12,LF_power,58,0.0064291866647867,0.9617976693895632,0.9905395946560788,
Spain,12,HF_power,58,-0.106712193971986,0.4252856235501502,0.9528873703876618,
Spain,12,Total_power,58,-0.0628460686897571,0.6393082796613713,0.9528873703876618,
Spain,12,LF_HF,58,0.1383044174396221,0.3005045225578975,0.9528873703876618,
Spain,12,LF_norm,58,0.1925064600394029,0.1476866643946326,0.9528873703876618,
Spain,12,HF_norm,58,-0.1433493294636653,0.283043815535087,0.9528873703876618,
Spain,12,DFA_alpha1,58,-0.0710286698994856,0.5962279592329556,0.9528873703876618,
Spain,12,DFA_alpha2,58,0.0812107789236215,0.544500417440262,0.9528873703876618,
Spain,12,SDANN,0,,,,
Spain,13,RMSSD,58,-0.1458365375742102,0.2746867596392812,0.9528873703876618,
Spain,13,SDNN,58,-0.2429173459657326,0.0661569993048171,0.9528873703876618,
Spain,13,pNN50,58,-0.0168928282713242,0.899842522482317,0.9905395946560788,
Spain,13,SD1,58,-0.1458365375742102,0.2746867596392812,0.9528873703876618,
Spain,13,SD2,58,-0.2224922329201144,0.0932148159653133,0.9528873703876618,
Spain,13,SD1SD2,58,-0.0273462733396905,0.8385352367551127,0.9839185985918965,
Spain,13,VLF_power,58,0.0332523301239656,0.8042907572351109,0.9768713650628876,
Spain,13,LF_power,58,-0.0485711649081792,0.7173009307410151,0.9528873703876618,
Spain,13,HF_power,58,-0.1333476883324618,0.3183258834368854,0.9528873703876618,
Spain,13,Total_power,58,-0.1466363160970808,0.2720346924547681,0.9528873703876618,
Spain,13,LF_HF,58,0.1062167399796979,0.4274504828545253,0.9528873703876618,
Spain,13,LF_norm,58,0.2105570765018918,0.1126281254534659,0.9528873703876618,
Spain,13,HF_norm,58,-0.1036328401365775,0.4388414058915216,0.9528873703876618,
Spain,13,DFA_alpha1,58,0.0215632594050878,0.8723575484514693,0.9905395946560788,
Spain,13,DFA_alpha2,58,0.0912670337445015,0.4956422338436085,0.9528873703876618,
Spain,13,SDANN,0,,,,
Spain,14,RMSSD,58,0.0651531930909963,0.6270329066676803,0.9528873703876618,
Spain,14,SDNN,58,-0.0314384151742201,0.8147725328167732,0.9835573826355248,
Spain,14,pNN50,58,0.1509015997310045,0.2581795692555598,0.9528873703876618,
Spain,14,SD1,58,0.0651531930909963,0.6270329066676803,0.9528873703876618,
Spain,14,SD2,58,-0.0044604405090625,0.973490877310871,0.9905395946560788,
Spain,14,SD1SD2,58,0.0474037160307957,0.7238216945142264,0.9528873703876618,
Spain,14,VLF_power,58,0.2800541406517615,0.0332370060729163,0.9528873703876618,
Spain,14,LF_power,58,0.0630614003005394,0.6381584359473,0.9528873703876618,
Spain,14,HF_power,58,-0.0169496739344376,0.8995072215664781,0.9905395946560788,
Spain,14,Total_power,58,0.0480189492044595,0.7203828563635817,0.9528873703876618,
Spain,14,LF_HF,58,0.0350067675814701,0.7941851184528012,0.9768713650628876,
Spain,14,LF_norm,58,0.0046450104611616,0.9723943655866,0.9905395946560788,
Spain,14,HF_norm,58,-0.1048049711336282,0.4336532639922924,0.9528873703876618,
Spain,14,DFA_alpha1,58,-0.0091977359462738,0.9453681725868632,0.9905395946560788,
Spain,14,DFA_alpha2,58,0.1581456872902796,0.2357557597141616,0.9528873703876618,
Spain,14,SDANN,0,,,,
Spain,15,RMSSD,58,-0.0676130858163244,0.6140545479838226,0.9528873703876618,
Spain,15,SDNN,58,-0.0601996401012497,0.6535080844427641,0.9528873703876618,
Spain,15,pNN50,58,0.0005846423930886,0.9965247637740786,0.9994272140086,
Spain,15,SD1,58,-0.0676130858163244,0.6140545479838226,0.9528873703876618,
Spain,15,SD2,58,-0.0143347124615137,0.9149485486998452,0.9905395946560788,
Spain,15,SD1SD2,58,-0.0378977805849461,0.7776065753207166,0.9768713650628876,
Spain,15,VLF_power,58,0.012704369627908,0.9245919066466302,0.9905395946560788,
Spain,15,LF_power,58,-0.0294692157470604,0.8261882014138409,0.9835573826355248,
Spain,15,HF_power,58,-0.1629112386184049,0.2217571498613683,0.9528873703876618,
Spain,15,Total_power,58,-0.1436239752849948,0.2821128583539966,0.9528873703876618,
Spain,15,LF_HF,58,0.2092375840412369,0.1149517719032552,0.9528873703876618,
Spain,15,LF_norm,58,0.2049617792512146,0.1227340134399874,0.9528873703876618,
Spain,15,HF_norm,58,-0.176415399070346,0.1852674992319218,0.9528873703876618,
Spain,15,DFA_alpha1,58,0.0861928418823207,0.520007075233718,0.9528873703876618,
Spain,15,DFA_alpha2,58,0.132365381377454,0.3219359981625686,0.9528873703876618,
Spain,15,SDANN,0,,,,
Spain,16,RMSSD,58,-0.0551864156776428,0.6807412039711533,0.9528873703876618,
Spain,16,SDNN,58,0.0060292851019052,0.9641722848631776,0.9905395946560788,
Spain,16,pNN50,58,0.1144685870716429,0.3922152840195623,0.9528873703876618,
Spain,16,SD1,58,-0.0551864156776428,0.6807412039711533,0.9528873703876618,
Spain,16,SD2,58,0.0617386489771622,0.6452350417331927,0.9528873703876618,
Spain,16,SD1SD2,58,-0.1155100283553783,0.3878936421220619,0.9528873703876618,
Spain,16,VLF_power,58,0.1970284238658318,0.1382249177166807,0.9528873703876618,
Spain,16,LF_power,58,-0.0169496739344376,0.8995072215664781,0.9905395946560788,
Spain,16,HF_power,58,-0.1492555679308377,0.2634689389624796,0.9528873703876618,
Spain,16,Total_power,58,-0.0729666543965266,0.5862164050304132,0.9528873703876618,
Spain,16,LF_HF,58,0.1884459210932218,0.1565859316164631,0.9528873703876618,
Spain,16,LF_norm,58,0.1044665928881131,0.4351474562048326,0.9528873703876618,
Spain,16,HF_norm,58,-0.2450781347289745,0.0637080979546142,0.9528873703876618,
Spain,16,DFA_alpha1,58,0.1289528731999324,0.3346785473729861,0.9528873703876618,
Spain,16,DFA_alpha2,58,0.2689799435258131,0.0411820131986133,0.9528873703876618,
Spain,16,SDANN,0,,,,
Spain,17,RMSSD,56,0.0697928773248635,0.6092626074972792,0.9528873703876618,
Spain,17,SDNN,56,0.0913254496630927,0.5032377930477749,0.9528873703876618,
Spain,17,pNN50,56,0.1940303683085017,0.1518865595282196,0.9528873703876618,
Spain,17,SD1,56,0.0697928773248635,0.6092626074972792,0.9528873703876618,
Spain,17,SD2,56,0.1258801014630129,0.3552580164665573,0.9528873703876618,
Spain,17,SD1SD2,56,-0.0354091189561991,0.7955716663168176,0.9768713650628876,
Spain,17,VLF_power,56,0.1047234946735464,0.4424164263195973,0.9528873703876618,
Spain,17,LF_power,56,-0.1140542760201124,0.4025982203149683,0.9528873703876618,
Spain,17,HF_power,56,-0.0672294758560267,0.622500320811253,0.9528873703876618,
Spain,17,Total_power,56,-0.0835327091978288,0.5404887997527583,0.9528873703876618,
Spain,17,LF_HF,56,-0.0561555815106517,0.6810164291941249,0.9528873703876618,
Spain,17,LF_norm,56,-0.1004511588921518,0.4613537563072937,0.9528873703876618,
Spain,17,HF_norm,56,-0.0517807096705035,0.7046832935889238,0.9528873703876618,
Spain,17,DFA_alpha1,56,-0.0112447877766308,0.9344455825850648,0.9905395946560788,
Spain,17,DFA_alpha2,56,0.2728826310292412,0.04187042465789,0.9528873703876618,
Spain,17,SDANN,0,,,,
Spain,18,RMSSD,57,0.0575984966339712,0.6704149315416074,0.9528873703876618,
Spain,18,SDNN,57,-0.0627198035941104,0.6430130519492046,0.9528873703876618,
Spain,18,pNN50,57,0.1735324184978729,0.1967261979560287,0.9528873703876618,
Spain,18,SD1,57,0.0575984966339712,0.6704149315416074,0.9528873703876618,
Spain,18,SD2,57,-0.0651183903982263,0.6303370810118235,0.9528873703876618,
Spain,18,SD1SD2,57,0.1040792192975136,0.4410222450467462,0.9528873703876618,
Spain,18,VLF_power,57,0.0670631905096716,0.6201361664266285,0.9528873703876618,
Spain,18,LF_power,57,0.054454403120468,0.6874542567874289,0.9528873703876618,
Spain,18,HF_power,57,0.0638866836609776,0.6368334466513368,0.9528873703876618,
Spain,18,Total_power,57,0.0409380423459232,0.7623816300215254,0.9732531447083302,
Spain,18,LF_HF,57,-0.0928642053215124,0.492042724603691,0.9528873703876618,
Spain,18,LF_norm,57,-9.724000557226434e-05,0.9994272140086,0.9994272140086,
Spain,18,HF_norm,57,0.0300147483866389,0.8245973389624185,0.9835573826355248,
Spain,18,DFA_alpha1,57,-0.1277085406515738,0.3437909893260705,0.9528873703876618,
Spain,18,DFA_alpha2,57,0.1021992458564498,0.4493631768748417,0.9528873703876618,
Spain,18,SDANN,0,,,,
Spain,19,RMSSD,53,0.0498336862114856,0.7230660466322243,0.9528873703876618,
Spain,19,SDNN,53,0.1201491787299573,0.3914712991931049,0.9528873703876618,
Spain,19,pNN50,53,0.2863769453374248,0.0376262871685401,0.9528873703876618,
Spain,19,SD1,53,0.0498336862114856,0.7230660466322243,0.9528873703876618,
Spain,19,SD2,53,0.1465981254570888,0.2948811165309932,0.9528873703876618,
Spain,19,SD1SD2,53,-0.031690353852935,0.8217735444377097,0.9835573826355248,
Spain,19,VLF_power,53,-0.052051204610864,0.711267972381181,0.9528873703876618,
Spain,19,LF_power,53,-0.060477774528502,0.6670644977250207,0.9528873703876618,
Spain,19,HF_power,53,-0.0356818869718161,0.79976243915098,0.9768713650628876,
Spain,19,Total_power,53,-0.0796693883122132,0.5706637408733648,0.9528873703876618,
Spain,19,LF_HF,53,-0.0174579175805609,0.901256427349975,0.9905395946560788,
Spain,19,LF_norm,53,0.1075698016280288,0.4432748615085246,0.9528873703876618,
Spain,19,HF_norm,53,-0.0098780365063219,0.944034415576964,0.9905395946560788,
Spain,19,DFA_alpha1,53,-0.0092732587610369,0.9474559127990392,0.9905395946560788,
Spain,19,DFA_alpha2,53,0.1049490980651271,0.454525796601804,0.9528873703876618,
Spain,19,SDANN,0,,,,
Spain,20,RMSSD,54,0.240946863024787,0.0792387104497585,0.9528873703876618,
Spain,20,SDNN,54,0.2728901427613432,0.0458825007748154,0.9528873703876618,
Spain,20,pNN50,54,0.4329621975541921,0.0010754439901678,0.322633197050352,
Spain,20,SD1,54,0.240946863024787,0.0792387104497585,0.9528873703876618,
Spain,20,SD2,54,0.2735000383171724,0.0453802384419555,0.9528873703876618,
Spain,20,SD1SD2,54,0.0746359686446026,0.5916988133358767,0.9528873703876618,
Spain,20,VLF_power,54,-0.0880155524006064,0.5268147895583416,0.9528873703876618,
Spain,20,LF_power,54,-0.1319661508925506,0.3414891609130582,0.9528873703876618,
Spain,20,HF_power,54,-0.0045360981964799,0.9740306014118107,0.9905395946560788,
Spain,20,Total_power,54,-0.0977738812938741,0.481828586765668,0.9528873703876618,
Spain,20,LF_HF,54,-0.1607455974332426,0.2455751035552709,0.9528873703876618,
Spain,20,LF_norm,54,-0.0810779904530488,0.560015183880617,0.9528873703876618,
Spain,20,HF_norm,54,0.098460013794182,0.4787437500917991,0.9528873703876618,
Spain,20,DFA_alpha1,54,-0.1070366700480306,0.4410815078916434,0.9528873703876618,
Spain,20,DFA_alpha2,54,0.0113211862550801,0.9352436795641096,0.9905395946560788,
Spain,20,SDANN,0,,,,
Japan-afternoon,1,nAUC_1_20,45,0.6830039525691699,2.3513016437677185e-07,9.405206575070874e-07,***
Japan-afternoon,1,HR,45,-0.4812911725955204,0.0008169386119119,0.0031121470929979,**
Japan-afternoon,1,SDNN,45,0.0928853754940711,0.5439342874699842,0.5578813204820351,
Japan-afternoon,1,RMSSD,45,-0.00566534914361,0.970536727345032,0.970536727345032,
Japan-afternoon,2,nAUC_1_20,45,0.8411067193675889,4.752142841241982e-13,2.0009022489439922e-12,***
Japan-afternoon,2,HR,45,-0.4014492753623188,0.0062713615489713,0.0228049510871686,*
Japan-afternoon,2,SDNN,45,0.1607378129117259,0.2915180880174446,0.3109526272186075,
Japan-afternoon,2,RMSSD,45,0.0635046113306982,0.6785571112026938,0.6871464417242469,
Japan-afternoon,3,nAUC_1_20,45,0.9184453227931488,6.27217780710767e-19,2.7876345809367427e-18,***
Japan-afternoon,3,HR,45,-0.3627140974967061,0.0143364762223235,0.0409326739729519,*
Japan-afternoon,3,SDNN,45,0.2347826086956521,0.1205572084405952,0.1506965105507441,
Japan-afternoon,3,RMSSD,45,0.1342555994729907,0.3792599885932656,0.398958663005621,
Japan-afternoon,4,nAUC_1_20,45,0.950197628458498,2.144868775536277e-23,1.0093500120170716e-22,***
Japan-afternoon,4,HR,45,-0.3913043478260869,0.0078607178698805,0.0273416273734974,*
Japan-afternoon,4,SDNN,45,0.2411067193675889,0.1105965085878834,0.1412064376424868,
Japan-afternoon,4,RMSSD,45,0.1329380764163373,0.3839977131429102,0.398958663005621,
Japan-afternoon,5,nAUC_1_20,45,0.9620553359683794,6.978148618368167e-26,3.9875134962103814e-25,***
Japan-afternoon,5,HR,45,-0.3741765480895915,0.0113366775439017,0.0377889251463392,*
Japan-afternoon,5,SDNN,45,0.2555994729907773,0.0901432777145425,0.1201910369527234,
Japan-afternoon,5,RMSSD,45,0.1612648221343873,0.2899179973348592,0.3109526272186075,
Japan-afternoon,6,nAUC_1_20,45,0.973254281949934,4.229810516157142e-29,3.383848412925713e-28,***
Japan-afternoon,6,HR,45,-0.3612648221343873,0.0147599651057017,0.0409326739729519,*
Japan-afternoon,6,SDNN,45,0.2727272727272727,0.0698997766602786,0.0983023454829831,
Japan-afternoon,6,RMSSD,45,0.1711462450592885,0.2609728176038347,0.2859976083329695,
Japan-afternoon,7,nAUC_1_20,45,0.9885375494071146,6.0312239460606645e-37,8.041631928080887e-36,***
Japan-afternoon,7,HR,45,-0.3396574440052701,0.0224476854529068,0.0513089953209299,
Japan-afternoon,7,SDNN,45,0.2939393939393939,0.0500128915353497,0.081058009678211,
Japan-afternoon,7,RMSSD,45,0.2073781291172595,0.1716564265675892,0.1907293628528769,
Japan-afternoon,8,nAUC_1_20,45,0.9938076416337284,1.130717121351718e-42,3.015245656937915e-41,***
Japan-afternoon,8,HR,45,-0.3274044795783926,0.0281352986592238,0.0608330781821055,
Japan-afternoon,8,SDNN,45,0.2949934123847167,0.0491588596432648,0.081058009678211,
Japan-afternoon,8,RMSSD,45,0.2097496706192358,0.1666992331665192,0.1878301218777681,
Japan-afternoon,9,nAUC_1_20,45,0.995520421607378,1.0898086318999898e-45,8.718469055199918e-44,***
Japan-afternoon,9,HR,45,-0.3208168642951251,0.0316582277829988,0.0633164555659977,
Japan-afternoon,9,SDNN,45,0.3080368906455863,0.0395344777811098,0.0687556135323649,
Japan-afternoon,9,RMSSD,45,0.230566534914361,0.1275644888552181,0.1545990778006116,
Japan-afternoon,10,nAUC_1_20,45,0.9942028985507244,2.7489605182486647e-43,1.0995842072994657e-41,***
Japan-afternoon,10,HR,45,-0.3146245059288537,0.0352950048617079,0.0667255145953906,
Japan-afternoon,10,SDNN,45,0.3089591567852437,0.0389170002508368,0.0687556135323649,
Japan-afternoon,10,RMSSD,45,0.2326745718050065,0.1240236052381422,0.1526444372161751,
Japan-afternoon,11,nAUC_1_20,45,0.992490118577075,7.062157822722578e-41,1.4124315645445154e-39,***
Japan-afternoon,11,HR,45,-0.2907773386034255,0.0526471921833472,0.0825838308758388,
Japan-afternoon,11,SDNN,45,0.3235836627140975,0.0301365546297829,0.0633164555659977,
Japan-afternoon,11,RMSSD,45,0.2587615283267457,0.0860985236710358,0.1167437609098791,
Japan-afternoon,12,nAUC_1_20,45,0.9889328063241104,2.847319542453364e-37,4.5557112679253823e-36,***
Japan-afternoon,12,HR,45,-0.275098814229249,0.06740620050359,0.0980453825506764,
Japan-afternoon,12,SDNN,45,0.3338603425559947,0.0250052417889292,0.0555672039753983,
Japan-afternoon,12,RMSSD,45,0.2725955204216073,0.0700404211566254,0.0983023454829831,
Japan-afternoon,13,nAUC_1_20,45,0.9855072463768116,9.072293024346031e-35,1.0368334884966894e-33,***
Japan-afternoon,13,HR,45,-0.278129117259552,0.0643232883613907,0.0952937605353937,
Japan-afternoon,13,SDNN,45,0.350197628458498,0.0183583246943553,0.0458958117358882,*
Japan-afternoon,13,RMSSD,45,0.2886693017127799,0.0544647207401802,0.0837918780618157,
Japan-afternoon,14,nAUC_1_20,45,0.9835309617918312,1.3895461469565464e-33,1.3895461469565464e-32,***
Japan-afternoon,14,HR,45,-0.2649538866930171,0.078588393044967,0.1083977835102993,
Japan-afternoon,14,SDNN,45,0.3442687747035573,0.0205732866529567,0.0484077333010746,*
Japan-afternoon,14,RMSSD,45,0.2859025032938076,0.0569264768494928,0.0859267575086684,
Japan-afternoon,15,nAUC_1_20,45,0.976679841897233,2.2978511313848807e-30,2.042534339008783e-29,***
Japan-afternoon,15,HR,45,-0.2436100131752305,0.1068317404647906,0.1401072006095615,
Japan-afternoon,15,SDNN,45,0.3465085638998682,0.0197114675514213,0.0477853758822336,*
Japan-afternoon,15,RMSSD,45,0.2931488801054018,0.0506612560488818,0.081058009678211,
Japan-afternoon,16,nAUC_1_20,45,0.9699604743083002,4.972325691560458e-28,3.616236866589424e-27,***
Japan-afternoon,16,HR,45,-0.2407114624505928,0.1112000696434583,0.1412064376424868,
Japan-afternoon,16,SDNN,45,0.3528326745718049,0.017440542494923,0.0450078515998014,*
Japan-afternoon,16,RMSSD,45,0.3027667984189723,0.0432185834461857,0.0735635462913799,
Japan-afternoon,17,nAUC_1_20,45,0.9650856389986824,1.2014259811111502e-26,8.009506540741001e-26,***
Japan-afternoon,17,HR,45,-0.2293807641633728,0.1295892796889618,0.1545990778006116,
Japan-afternoon,17,SDNN,45,0.3610013175230566,0.014838094315195,0.0409326739729519,*
Japan-afternoon,17,RMSSD,45,0.3137022397891963,0.0358649640950224,0.0667255145953906,
Japan-afternoon,18,nAUC_1_20,45,0.9632411067193676,3.567992330811407e-26,2.195687588191635e-25,***
Japan-afternoon,18,HR,45,-0.2267457180500658,0.134174859674428,0.155565054694989,
Japan-afternoon,18,SDNN,45,0.3577075098814228,0.0158447433007779,0.0422526488020746,*
Japan-afternoon,18,RMSSD,45,0.3094861660079051,0.0385677182641342,0.0687556135323649,
