sample,tipo
1334,cleaned
2214,cleaned
2937,cleaned
3684,cleaned
4453,cleaned
5321,cleaned
6045,cleaned
6838,cleaned
7625,cleaned
8431,cleaned
9195,cleaned
9925,cleaned
10692,cleaned
11405,cleaned
12131,cleaned
12854,cleaned
13561,cleaned
14267,cleaned
14985,cleaned
15724,cleaned
16489,cleaned
17256,cleaned
18021,cleaned
18774,cleaned
19524,cleaned
20229,cleaned
20881,cleaned
21700,cleaned
22499,cleaned
23191,cleaned
23942,cleaned
24724,cleaned
25467,cleaned
26342,cleaned
27040,cleaned
27780,cleaned
28598,cleaned
29305,cleaned
30094,cleaned
30887,cleaned
31674,cleaned
32451,cleaned
33227,cleaned
34016,cleaned
34822,cleaned
35648,cleaned
36368,cleaned
37163,cleaned
37902,cleaned
38702,cleaned
39447,cleaned
40165,cleaned
40844,cleaned
41536,cleaned
42262,cleaned
43014,cleaned
43824,cleaned
44605,cleaned
45409,cleaned
46196,cleaned
46961,cleaned
47736,cleaned
48511,cleaned
49293,cleaned
50123,cleaned
50864,cleaned
51673,cleaned
52425,cleaned
53230,cleaned
53955,cleaned
54732,cleaned
55513,cleaned
56316,cleaned
57085,cleaned
57918,cleaned
58755,cleaned
59487,cleaned
60266,cleaned
61015,cleaned
61829,cleaned
62521,cleaned
63305,cleaned
64062,cleaned
64797,cleaned
65504,cleaned
66257,cleaned
67035,cleaned
67846,cleaned
68647,cleaned
69450,cleaned
70325,cleaned
71128,cleaned
71935,cleaned
72639,cleaned
73421,cleaned
74264,cleaned
74978,cleaned
75773,cleaned
76608,cleaned
77410,cleaned
78179,cleaned
79027,cleaned
79791,cleaned
80536,cleaned
81309,cleaned
82136,cleaned
82881,cleaned
83731,cleaned
84548,cleaned
85365,cleaned
86081,cleaned
86914,cleaned
87685,cleaned
88363,cleaned
89112,cleaned
89867,cleaned
90705,cleaned
91437,cleaned
92155,cleaned
92999,cleaned
93788,cleaned
94547,cleaned
95359,cleaned
96093,cleaned
96873,cleaned
97639,cleaned
98427,cleaned
99160,cleaned
99974,cleaned
100732,cleaned
101455,cleaned
102211,cleaned
102943,cleaned
103689,cleaned
104441,cleaned
105199,cleaned
105991,cleaned
106755,cleaned
107517,cleaned
108280,cleaned
109021,cleaned
109874,cleaned
110596,cleaned
111401,cleaned
112178,cleaned
112950,cleaned
113706,cleaned
114489,cleaned
115317,cleaned
116102,cleaned
116914,cleaned
117743,cleaned
118492,cleaned
119271,cleaned
120044,cleaned
120815,cleaned
121579,cleaned
122379,cleaned
123206,cleaned
123960,cleaned
124725,cleaned
125514,cleaned
126317,cleaned
127110,cleaned
127882,cleaned
128624,cleaned
129322,cleaned
130020,cleaned
130748,cleaned
131492,cleaned
132310,cleaned
133037,cleaned
133823,cleaned
134607,cleaned
135390,cleaned
136169,cleaned
136951,cleaned
137678,cleaned
138428,cleaned
139202,cleaned
139923,cleaned
140655,cleaned
141382,cleaned
142182,cleaned
142883,cleaned
143704,cleaned
144425,cleaned
145262,cleaned
146080,cleaned
146844,cleaned
147686,cleaned
148517,cleaned
149341,cleaned
150115,cleaned
150922,cleaned
151819,cleaned
152555,cleaned
153355,cleaned
154208,cleaned
154968,cleaned
155725,cleaned
156541,cleaned
157338,cleaned
158111,cleaned
158939,cleaned
