sample,tipo
603723,cleaned
604710,cleaned
605773,cleaned
606711,cleaned
607729,cleaned
608731,cleaned
609744,cleaned
610740,cleaned
611735,cleaned
612797,cleaned
613736,cleaned
614764,cleaned
615754,cleaned
616768,cleaned
617813,cleaned
618747,cleaned
619747,cleaned
620728,cleaned
621729,cleaned
622724,cleaned
623781,cleaned
624721,cleaned
625713,cleaned
626725,cleaned
627726,cleaned
628779,cleaned
629727,cleaned
630708,cleaned
631717,cleaned
632718,cleaned
633723,cleaned
634733,cleaned
635768,cleaned
636790,cleaned
637714,cleaned
638722,cleaned
639726,cleaned
640708,cleaned
641746,cleaned
642728,cleaned
643727,cleaned
644743,cleaned
645732,cleaned
646753,cleaned
647740,cleaned
648761,cleaned
649761,cleaned
650784,cleaned
651794,cleaned
652858,cleaned
653821,cleaned
654820,cleaned
655828,cleaned
656876,cleaned
657817,cleaned
658839,cleaned
659849,cleaned
660837,cleaned
661849,cleaned
662838,cleaned
663861,cleaned
664872,cleaned
665859,cleaned
666956,cleaned
668080,cleaned
669191,cleaned
670178,cleaned
671207,cleaned
672232,cleaned
673239,cleaned
674254,cleaned
675259,cleaned
676256,cleaned
677258,cleaned
678249,cleaned
679255,cleaned
680311,cleaned
681247,cleaned
682263,cleaned
683267,cleaned
684269,cleaned
685350,cleaned
686300,cleaned
687336,cleaned
688348,cleaned
689423,cleaned
690376,cleaned
691427,cleaned
692385,cleaned
693378,cleaned
694399,cleaned
695402,cleaned
696411,cleaned
697421,cleaned
698415,cleaned
699478,cleaned
700463,cleaned
701465,cleaned
702546,cleaned
703550,cleaned
704531,cleaned
705540,cleaned
706562,cleaned
707563,cleaned
708570,cleaned
709574,cleaned
710539,cleaned
711486,cleaned
712468,cleaned
713447,cleaned
714427,cleaned
715415,cleaned
716396,cleaned
717371,cleaned
718360,cleaned
719351,cleaned
720343,cleaned
721338,cleaned
722330,cleaned
723331,cleaned
724323,cleaned
725334,cleaned
726386,cleaned
727346,cleaned
728448,cleaned
729462,cleaned
730503,cleaned
731546,cleaned
732584,cleaned
733616,cleaned
734641,cleaned
735661,cleaned
736666,cleaned
737721,cleaned
738655,cleaned
739702,cleaned
740635,cleaned
741622,cleaned
742603,cleaned
743592,cleaned
744569,cleaned
745557,cleaned
746601,cleaned
747533,cleaned
748535,cleaned
749520,cleaned
750517,cleaned
751511,cleaned
752568,cleaned
753570,cleaned
754504,cleaned
755519,cleaned
756535,cleaned
757533,cleaned
758542,cleaned
759550,cleaned
760624,cleaned
761571,cleaned
762578,cleaned
763555,cleaned
764550,cleaned
765535,cleaned
766497,cleaned
767474,cleaned
768453,cleaned
769396,cleaned
770374,cleaned
771358,cleaned
772336,cleaned
773320,cleaned
774301,cleaned
775290,cleaned
776281,cleaned
777262,cleaned
778264,cleaned
779251,cleaned
780258,cleaned
781263,cleaned
782256,cleaned
783354,cleaned
784335,cleaned
785370,cleaned
786390,cleaned
787418,cleaned
788471,cleaned
789442,cleaned
790449,cleaned
791456,cleaned
792466,cleaned
793466,cleaned
794476,cleaned
795526,cleaned
796465,cleaned
797470,cleaned
798460,cleaned
799449,cleaned
800443,cleaned
801428,cleaned
802432,cleaned
803445,cleaned
804429,cleaned
805433,cleaned
806435,cleaned
807456,cleaned
808444,cleaned
809440,cleaned
810427,cleaned
811469,cleaned
812401,cleaned
813382,cleaned
814374,cleaned
815369,cleaned
816347,cleaned
817397,cleaned
818434,cleaned
819477,cleaned
820506,cleaned
821527,cleaned
822552,cleaned
823553,cleaned
824574,cleaned
825574,cleaned
826572,cleaned
827587,cleaned
828577,cleaned
829584,cleaned
830581,cleaned
831577,cleaned
832588,cleaned
833619,cleaned
834629,cleaned
835558,cleaned
836546,cleaned
837549,cleaned
838528,cleaned
839513,cleaned
840532,cleaned
841512,cleaned
842488,cleaned
843471,cleaned
844433,cleaned
845410,cleaned
846384,cleaned
847352,cleaned
848329,cleaned
849303,cleaned
850269,cleaned
851246,cleaned
852220,cleaned
853183,cleaned
854169,cleaned
855142,cleaned
856128,cleaned
857116,cleaned
858090,cleaned
859089,cleaned
860076,cleaned
861144,cleaned
862091,cleaned
863108,cleaned
864114,cleaned
865102,cleaned
866085,cleaned
867077,cleaned
868064,cleaned
869051,cleaned
870029,cleaned
870983,cleaned
871962,cleaned
872943,cleaned
873920,cleaned
874933,cleaned
875844,cleaned
876812,cleaned
877776,cleaned
878744,cleaned
879682,cleaned
880659,cleaned
881608,cleaned
882608,cleaned
883599,cleaned
884580,cleaned
885545,cleaned
886512,cleaned
887507,cleaned
888417,cleaned
889379,cleaned
890325,cleaned
891290,cleaned
892230,cleaned
893205,cleaned
894179,cleaned
895144,cleaned
896121,cleaned
897094,cleaned
898056,cleaned
899028,cleaned
899994,cleaned
900981,cleaned
